DATE_0,OPEN_0,HIGH_0,LOW_0,CLOSE_0,VOLUME_0,AMOUNT_0,VWAP_0,OUTPUTVWAP_0
8/23/11,7.69,7.74,7.67,7.71,3.2425638E7,2.4988971E8,7.706547208107362,7.634781149960312
8/24/11,7.71,7.72,7.58,7.67,1.00909326E8,7.7042062E8,7.634781149960312,7.728496425885177
8/25/11,7.66,7.79,7.64,7.73,4.5202381E7,3.4934644E8,7.728496425885177,7.685692524523881
8/26/11,7.75,7.75,7.62,7.63,4.6584899E7,3.5803721E8,7.685692524523881,7.684965932162761
8/27/11,7.65,7.73,7.62,7.69,3.0224255E7,2.3227237E8,7.684965932162761,7.634490138488219
8/28/11,7.69,7.69,7.6,7.67,4.7630983E7,3.6363827E8,7.634490138488219,7.686739792488909
8/29/11,7.65,7.73,7.61,7.69,7.7344589E7,5.9452773E8,7.686739792488909,7.624756879556466
8/30/11,7.67,7.68,7.6,7.61,5.5545514E7,4.2352104E8,7.624756879556466,7.454687846404524
8/31/11,7.57,7.57,7.42,7.45,6.45019E7,4.8084153E8,7.454687846404524,7.445702215185328
9/1/11,7.43,7.5,7.41,7.46,4.8389405E7,3.602931E8,7.445702215185328,7.42421545556308
9/2/11,7.43,7.5,7.39,7.41,4.7580447E7,3.5324749E8,7.42421545556308,7.406106226603553
9/3/11,7.4,7.45,7.37,7.4,3.0350495E7,2.2477899E8,7.406106226603553,7.49209245815916
9/4/11,7.42,7.56,7.4,7.49,5.8500797E7,4.3829338E8,7.49209245815916,7.575047126373412
9/5/11,7.52,7.65,7.49,7.56,6.2142486E7,4.7073226E8,7.575047126373412,7.643399252270606
9/6/11,7.57,7.69,7.56,7.66,7.011895E7,5.3594713E8,7.643399252270606,7.651980991495171
9/7/11,7.67,7.71,7.59,7.65,6.2270863E7,4.7649546E8,7.651980991495171,7.713867297137129
9/8/11,7.68,7.77,7.65,7.75,7.544419E7,5.8196647E8,7.713867297137129,7.7042967957138755
9/9/11,7.74,7.75,7.68,7.74,4.404538E7,3.3933868E8,7.7042967957138755,7.718741667538405
9/10/11,7.73,7.74,7.69,7.72,4.6411105E7,3.5823533E8,7.718741667538405,7.684001857442119
9/11/11,7.72,7.73,7.65,7.69,3.4912528E7,2.6826793E8,7.684001857442119,7.7408962956731076
9/12/11,7.7,7.77,7.69,7.73,5.3821168E7,4.1662408E8,7.7408962956731076,7.7358784296702
9/13/11,7.75,7.76,7.69,7.75,3.2490296E7,2.5134098E8,7.7358784296702,7.812689358394869
9/14/11,7.79,7.85,7.78,7.8,4.678298E7,3.6550089E8,7.812689358394869,7.793194119065704
9/15/11,7.8,7.83,7.74,7.75,4.7282079E7,3.6847842E8,7.793194119065704,7.766850983561189
9/16/11,7.76,7.8,7.73,7.8,3.9743689E7,3.0868331E8,7.766850983561189,7.627347395959949
9/17/11,7.8,7.8,7.55,7.58,8.9555247E7,6.8306898E8,7.627347395959949,7.537650290865459
9/18/11,7.59,7.59,7.5,7.53,4.0630297E7,3.0625697E8,7.537650290865459,7.549073580999599
9/19/11,7.52,7.58,7.51,7.55,3.3322665E7,2.5155525E8,7.549073580999599,7.503351182637197
9/20/11,7.52,7.56,7.46,7.52,2.7038216E7,2.0287723E8,7.503351182637197,7.519726796537203
9/21/11,7.51,7.56,7.49,7.51,3.626894E7,2.7273252E8,7.519726796537203,7.491283161338526
9/22/11,7.52,7.53,7.47,7.52,3.5326454E7,2.6464047E8,7.491283161338526,7.519137854865284
9/23/11,7.51,7.55,7.47,7.52,3.6366406E7,2.7344402E8,7.519137854865284,7.49538924979634
9/24/11,7.52,7.53,7.45,7.49,3.6963616E7,2.7705669E8,7.49538924979634,7.439528334421318
9/25/11,7.45,7.49,7.39,7.4,4.033451E7,3.0006973E8,7.439528334421318,7.523072701586522
9/26/11,7.43,7.62,7.4,7.6,5.4763743E7,4.1199162E8,7.523072701586522,7.545551674303251
9/27/11,7.56,7.57,7.52,7.55,3.8419444E7,2.898959E8,7.545551674303251,7.584642657807321
9/28/11,7.5,7.62,7.5,7.61,4.4804211E7,3.3982393E8,7.584642657807321,7.643129444944525
9/29/11,7.58,7.68,7.57,7.61,3.7255105E7,2.8474559E8,7.643129444944525,7.572048573940066
9/30/11,7.63,7.63,7.53,7.58,5.5393324E7,4.1944094E8,7.572048573940066,7.496030217997286
10/1/11,7.56,7.59,7.43,7.46,4.4361378E7,3.3253423E8,7.496030217997286,7.336893044026828
10/2/11,7.44,7.45,7.28,7.32,7.3135906E7,5.3659032E8,7.336893044026828,7.349341136602073
10/3/11,7.34,7.39,7.3,7.38,3.8370245E7,2.8199602E8,7.349341136602073,7.597054200964926
10/4/11,7.42,7.78,7.4,7.6,1.4597194E8,1.10895674E9,7.597054200964926,7.564623444613672
10/5/11,7.59,7.61,7.53,7.56,6.3799021E7,4.8261557E8,7.564623444613672,7.474138405176414
10/6/11,7.54,7.54,7.43,7.49,5.0981388E7,3.8104195E8,7.474138405176414,7.478021277595553
10/7/11,7.53,7.56,7.42,7.48,4.1199392E7,3.0808993E8,7.478021277595553,7.469656652933791
10/8/11,7.47,7.5,7.44,7.45,2.8598526E7,2.1362117E8,7.469656652933791,7.512101182815377
10/9/11,7.5,7.56,7.44,7.52,6.0553998E7,4.5488776E8,7.512101182815377,7.455938979223965
10/10/11,7.52,7.52,7.4,7.41,3.9495794E7,2.9447823E8,7.455938979223965,7.368370800928419
10/11/11,7.39,7.4,7.34,7.35,2.9556474E7,2.1778306E8,7.368370800928419,7.34517346765935
10/12/11,7.35,7.38,7.33,7.34,3.5316266E7,2.594041E8,7.34517346765935,7.27674361045715
10/13/11,7.32,7.34,7.22,7.23,4.8072062E7,3.4980807E8,7.27674361045715,7.221449652753961
10/14/11,7.22,7.26,7.18,7.21,3.7540673E7,2.7109808E8,7.221449652753961,7.155066996791464
10/15/11,7.18,7.21,7.11,7.17,4.4280628E7,3.1683086E8,7.155066996791464,7.155014164349294
10/16/11,7.16,7.18,7.13,7.16,2.3528437E7,1.683463E8,7.155014164349294,7.131128743993583
10/17/11,7.15,7.18,7.1,7.11,2.8344266E7,2.0212661E8,7.131128743993583,7.253285241914899
10/18/11,7.11,7.36,7.1,7.32,7.4565209E7,5.4084273E8,7.253285241914899,7.312282137265111
10/19/11,7.28,7.39,7.24,7.38,6.2930106E7,4.6016269E8,7.312282137265111,7.35362114562848
10/20/11,7.38,7.42,7.28,7.32,3.2324563E7,2.3770259E8,7.35362114562848,7.439223976563756
10/21/11,7.35,7.48,7.34,7.45,4.8620078E7,3.6169565E8,7.439223976563756,7.432102147976741
10/22/11,7.43,7.46,7.4,7.44,2.7147361E7,2.0176196E8,7.432102147976741,7.400743274978932
10/23/11,7.41,7.43,7.37,7.41,2.9564294E7,2.1879775E8,7.400743274978932,7.458047871102218
10/24/11,7.43,7.5,7.41,7.45,3.7953795E7,2.8306122E8,7.458047871102218,7.406650148123502
10/25/11,7.46,7.47,7.37,7.41,2.2249339E7,1.6479307E8,7.406650148123502,7.4697405290982175
10/26/11,7.41,7.52,7.39,7.46,4.395252E7,3.2831392E8,7.4697405290982175,7.514731812476962
10/27/11,7.48,7.58,7.44,7.55,5.265849E7,3.9571443E8,7.514731812476962,7.605107642452966
10/28/11,7.55,7.65,7.54,7.62,5.1397333E7,3.9088225E8,7.605107642452966,7.594406198247878
10/29/11,7.62,7.63,7.55,7.58,4.018555E7,3.0518539E8,7.594406198247878,7.611774674909777
10/30/11,7.54,7.68,7.53,7.65,3.6799861E7,2.8011225E8,7.611774674909777,7.62232072319931
10/31/11,7.66,7.68,7.55,7.57,3.218919E7,2.4535633E8,7.62232072319931,7.593655832492131
11/1/11,7.55,7.63,7.54,7.59,2.8328508E7,2.1511694E8,7.593655832492131,7.563518504322487
11/2/11,7.58,7.62,7.5,7.53,2.9807495E7,2.2544954E8,7.563518504322487,7.47612530370406
11/3/11,7.54,7.57,7.42,7.46,4.9611207E7,3.708996E8,7.47612530370406,7.456187667972692
11/4/11,7.44,7.49,7.42,7.47,2.8176827E7,2.1009171E8,7.456187667972692,7.452090407467427
11/5/11,7.47,7.53,7.4,7.48,3.7082866E7,2.7634487E8,7.452090407467427,7.500729791170006
11/6/11,7.49,7.53,7.43,7.51,3.6411101E7,2.7310983E8,7.500729791170006,7.625536416202229
11/7/11,7.52,7.7,7.51,7.64,5.7205114E7,4.3621968E8,7.625536416202229,7.66651381138078
11/8/11,7.65,7.7,7.61,7.68,4.7587494E7,3.6483018E8,7.66651381138078,7.7158411254986285
11/9/11,7.7,7.78,7.66,7.73,5.6974001E7,4.3960234E8,7.7158411254986285,7.658767092913486
11/10/11,7.74,7.74,7.59,7.68,4.2177128E7,3.230248E8,7.658767092913486,7.687576506677613
11/11/11,7.67,7.73,7.64,7.69,2.6193792E7,2.0136678E8,7.687576506677613,7.600781831343562
11/12/11,7.63,7.66,7.53,7.54,3.8667163E7,2.9390067E8,7.600781831343562,7.535643862071066
11/13/11,7.53,7.59,7.5,7.53,2.6921255E7,2.0286899E8,7.535643862071066,7.595789686113481
11/14/11,7.54,7.64,7.53,7.63,4.3645487E7,3.3152194E8,7.595789686113481,7.529671916171704
11/15/11,7.62,7.62,7.48,7.49,3.7691617E7,2.8380551E8,7.529671916171704,7.498636772875272
11/16/11,7.49,7.53,7.47,7.5,2.1823216E7,1.6364437E8,7.498636772875272,7.451733159972675
11/17/11,7.49,7.5,7.41,7.42,2.9220009E7,2.1773971E8,7.451733159972675,7.369312787507388
11/18/11,7.41,7.41,7.34,7.36,3.3266319E7,2.4514991E8,7.369312787507388,7.361365663774228
11/19/11,7.36,7.4,7.33,7.37,2.478531E7,1.8245373E8,7.361365663774228,7.367560023001053
11/20/11,7.4,7.41,7.33,7.35,2.0252986E7,1.4921509E8,7.367560023001053,7.403028224653905
11/21/11,7.35,7.48,7.34,7.47,2.8957627E7,2.1437413E8,7.403028224653905,7.43665064695204
11/22/11,7.45,7.48,7.4,7.44,2.2784842E7,1.6944291E8,7.43665064695204,7.509794436187378
11/23/11,7.46,7.56,7.43,7.51,3.5819826E7,2.6899953E8,7.509794436187378,7.4673854388109975
11/24/11,7.5,7.54,7.43,7.47,2.816748E7,2.1033743E8,7.4673854388109975,7.463813451574456
11/25/11,7.44,7.52,7.42,7.46,4.0827533E7,3.0472909E8,7.463813451574456,7.451755550609669
11/26/11,7.44,7.5,7.42,7.44,4.1978767E7,3.1281551E8,7.451755550609669,7.431746724625126
11/27/11,7.46,7.47,7.4,7.41,3.9279397E7,2.9191453E8,7.431746724625126,7.430945271204656
11/28/11,7.41,7.48,7.37,7.46,3.8822287E7,2.8848629E8,7.430945271204656,7.380197891236425
11/29/11,7.46,7.47,7.34,7.35,5.3769233E7,3.9682758E8,7.380197891236425,7.400758814505945
11/30/11,7.33,7.46,7.33,7.43,3.4974819E7,2.588402E8,7.400758814505945,7.770950672597539
12/1/11,7.43,7.92,7.41,7.88,2.2700202E8,1.7640215E9,7.770950672597539,7.911358111247843
12/2/11,7.87,7.97,7.83,7.89,1.15134979E8,9.1087405E8,7.911358111247843,8.126775933210494
12/3/11,7.93,8.28,7.92,8.26,2.2924919E8,1.8630568E9,8.126775933210494,8.34505293261753
12/4/11,8.35,8.42,8.26,8.33,2.152548E8,1.7963127E9,8.34505293261753,8.315976433846114
12/5/11,8.32,8.37,8.25,8.28,1.14930761E8,9.557615E8,8.315976433846114,8.40738743688011
12/6/11,8.29,8.49,8.29,8.4,1.7412697E8,1.4639529E9,8.40738743688011,8.369053912733056
12/7/11,8.35,8.45,8.28,8.29,1.24094525E8,1.03855377E9,8.369053912733056,8.719267978911972
12/8/11,8.32,8.99,8.32,8.9,3.4439445E8,3.0028675E9,8.719267978911972,9.021513085622212
12/9/11,9.0,9.11,8.94,9.07,2.5478307E8,2.2985288E9,9.021513085622212,9.131606702838013
12/10/11,9.01,9.29,8.97,9.14,2.3488021E8,2.1448337E9,9.131606702838013,9.063221823388425
12/11/11,9.11,9.16,8.98,9.05,1.7667064E8,1.6012052E9,9.063221823388425,8.989144437023972
12/12/11,8.99,9.07,8.88,9.06,1.4975087E8,1.3461322E9,8.989144437023972,8.975686318887469
12/13/11,9.06,9.11,8.88,8.97,1.30820092E8,1.17420011E9,8.975686318887469,9.097732948353984
12/14/11,8.94,9.26,8.94,9.09,1.3464272E8,1.22494351E9,9.097732948353984,9.394481875420853
12/15/11,9.07,9.56,9.04,9.45,2.3422668E8,2.2004383E9,9.394481875420853,9.425681856214066
12/16/11,9.46,9.49,9.37,9.46,9.6013021E7,9.0498819E8,9.425681856214066,9.47410003755555
12/17/11,9.46,9.64,9.32,9.39,1.27847946E8,1.21124423E9,9.47410003755555,9.533461758252155
12/18/11,9.37,9.64,9.37,9.59,1.19599842E8,1.14020052E9,9.533461758252155,9.858661787829014
12/19/11,9.64,9.96,9.63,9.92,1.9845164E8,1.9564676E9,9.858661787829014,10.074314324750214
12/20/11,10.1,10.26,9.93,10.02,2.6143681E8,2.6337966E9,10.074314324750214,10.21012332307726
12/21/11,10.05,10.34,10.01,10.32,2.4820091E8,2.5341619E9,10.21012332307726,10.159690743073446
12/22/11,10.34,10.35,10.06,10.12,1.5485118E8,1.5732401E9,10.159690743073446,10.08810719441466
12/23/11,10.09,10.18,9.98,10.14,1.7590618E8,1.7745604E9,10.08810719441466,10.104110729844097
12/24/11,10.11,10.21,9.99,10.04,1.21226794E8,1.22488895E9,10.104110729844097,9.967498207201668
12/25/11,10.07,10.12,9.77,9.82,1.7154746E8,1.709899E9,9.967498207201668,10.176093874044673
12/26/11,9.75,10.36,9.75,10.35,2.2863487E8,2.3266099E9,10.176093874044673,10.321892650902514
12/27/11,10.35,10.41,10.22,10.33,1.34039003E8,1.3835362E9,10.321892650902514,10.135313976404774
12/28/11,10.28,10.32,9.98,10.12,1.5669187E8,1.5881213E9,10.135313976404774,9.970918649452063
12/29/11,10.05,10.17,9.88,10.03,1.16672023E8,1.16332725E9,9.970918649452063,10.130516938343714
12/30/11,10.08,10.25,9.97,10.16,1.29872645E8,1.31567703E9,10.130516938343714,10.252790156519989
12/31/11,10.2,10.44,10.05,10.4,1.7815488E8,1.8265846E9,10.252790156519989,10.512659747010657
1/1/12,10.38,10.76,10.25,10.48,2.4222206E8,2.5463981E9,10.512659747010657,10.499445753433914
1/2/12,10.44,10.62,10.37,10.6,1.5596849E8,1.6375827E9,10.499445753433914,10.76187041842383
1/3/12,10.6,11.04,10.53,10.61,3.2021049E8,3.4460638E9,10.76187041842383,10.604736642095796
1/4/12,10.6,10.68,10.53,10.66,8.9716806E7,9.514231E8,10.604736642095796,11.03804112970206
1/5/12,10.66,11.21,10.65,11.18,2.6308919E8,2.9039893E9,11.03804112970206,11.282326953418622
1/6/12,11.21,11.47,11.11,11.3,1.9106734E8,2.1556842E9,11.282326953418622,11.229532538640989
1/7/12,11.29,11.36,11.09,11.24,1.7217145E8,1.9334049E9,11.229532538640989,11.32422368793024
1/8/12,11.24,11.5,11.12,11.48,1.8114719E8,2.0513513E9,11.32422368793024,11.631138570977704
1/9/12,11.41,11.97,11.31,11.95,2.2315719E8,2.5955722E9,11.631138570977704,12.039799219637587
1/10/12,11.98,12.27,11.83,12.07,2.715405E8,3.2692931E9,12.039799219637587,11.858387604532671
1/11/12,11.91,12.0,11.65,11.87,1.7694468E8,2.0982786E9,11.858387604532671,11.92790682035867
1/12/12,11.85,12.05,11.72,12.0,1.33748186E8,1.5953359E9,11.92790682035867,11.532324894921723
1/13/12,12.0,12.02,11.17,11.43,3.151936E8,3.634915E9,11.532324894921723,11.302478906857358
1/14/12,11.4,11.45,11.06,11.34,1.959049E8,2.214211E9,11.302478906857358,11.330868116126444
1/15/12,11.42,11.5,11.19,11.26,1.19051849E8,1.3489608E9,11.330868116126444,11.169098535295978
1/16/12,11.23,11.31,11.07,11.1,1.14565262E8,1.2795907E9,11.169098535295978,10.774026338121624
1/17/12,11.1,11.12,10.58,10.81,2.6452304E8,2.8499782E9,10.774026338121624,10.304736066562649
1/18/12,10.65,10.68,10.0,10.22,2.9079131E8,2.9965277E9,10.304736066562649,10.217593219352043
1/19/12,10.19,10.34,10.08,10.14,1.4322643E8,1.4634294E9,10.217593219352043,10.304452965178234
1/20/12,10.21,10.4,10.2,10.32,1.16274545E8,1.19814558E9,10.304452965178234,10.541598784237587
1/21/12,10.2,10.76,10.15,10.33,2.3859267E8,2.5151482E9,10.541598784237587,10.465445079023343
1/22/12,10.36,10.7,10.31,10.39,1.5881573E8,1.6620773E9,10.465445079023343,10.75816597336241
1/23/12,10.55,11.07,10.39,11.06,2.2465846E8,2.416913E9,10.75816597336241,11.09033062749738
1/24/12,11.07,11.31,10.8,11.17,2.232089E8,2.4754605E9,11.09033062749738,10.569961106048146
1/25/12,10.86,10.9,10.27,10.39,2.6100202E8,2.7587812E9,10.569961106048146,10.808790445418907
1/26/12,10.36,11.22,10.36,11.07,2.3360773E8,2.525017E9,10.808790445418907,11.131676636112676
1/27/12,11.16,11.31,10.96,11.11,2.0563162E8,2.2890247E9,11.131676636112676,10.820472850769086
1/28/12,11.02,11.1,10.51,10.76,1.9155515E8,2.0727173E9,10.820472850769086,10.740072876040887
1/29/12,10.81,10.88,10.6,10.71,1.03046487E8,1.10672678E9,10.740072876040887,10.531361938850686
1/30/12,10.67,10.67,10.41,10.47,9.4081221E7,9.9080339E8,10.531361938850686,10.363082474806482
1/31/12,10.46,10.65,10.18,10.29,1.32298619E8,1.3710215E9,10.363082474806482,10.24802553894513
2/1/12,10.29,10.42,10.11,10.25,1.05764431E8,1.08387659E9,10.24802553894513,10.449470613518496
2/2/12,10.4,10.56,10.27,10.45,1.6341936E8,1.7076458E9,10.449470613518496,10.655390473331991
2/3/12,10.47,10.93,10.38,10.51,2.1429927E8,2.2834424E9,10.655390473331991,10.516312042414382
2/4/12,10.44,10.64,10.39,10.48,1.4260446E8,1.499673E9,10.516312042414382,10.546170606240029
2/5/12,10.47,10.66,10.43,10.65,1.14470221E8,1.20722248E9,10.546170606240029,11.011814072534742
2/6/12,10.68,11.2,10.65,11.19,2.5369829E8,2.7936784E9,11.011814072534742,11.092625257860966
2/7/12,11.2,11.28,10.94,11.1,1.9326791E8,2.1438485E9,11.092625257860966,11.041490108893315
2/8/12,11.01,11.11,10.95,11.06,1.22824527E8,1.3561658E9,11.041490108893315,11.086716027762524
2/9/12,11.13,11.24,11.0,11.04,8.9020579E7,9.8694588E8,11.086716027762524,10.75193025834701
2/10/12,10.98,10.99,10.65,10.7,1.26327261E8,1.3582619E9,10.75193025834701,10.768317374862479
2/11/12,10.71,10.95,10.63,10.76,1.13814685E8,1.22559265E9,10.768317374862479,10.038382662940958
2/12/12,10.2,10.25,9.68,10.02,2.9806947E8,2.9921354E9,10.038382662940958,10.041548053396093
2/13/12,10.03,10.21,9.91,10.13,1.31028762E8,1.31573161E9,10.041548053396093,10.089032894232686
2/14/12,10.06,10.2,10.03,10.05,7.6052116E7,7.672923E8,10.089032894232686,10.048698196727694
2/15/12,10.07,10.17,9.94,10.03,8.3681538E7,8.4089052E8,10.048698196727694,10.05610270589434
2/16/12,10.05,10.15,9.95,10.06,8.8765772E7,8.9263772E8,10.05610270589434,9.869020864843906
2/17/12,9.87,9.99,9.7,9.92,8.9499064E7,8.8326813E8,9.869020864843906,10.040422391700673
2/18/12,9.96,10.12,9.96,10.04,6.5806596E7,6.6072602E8,10.040422391700673,9.977320910707283
2/19/12,10.03,10.04,9.92,10.0,5.4586848E7,5.446305E8,9.977320910707283,10.045635308720376
2/20/12,10.08,10.12,10.0,10.02,4.330375E7,4.3501368E8,10.045635308720376,9.977345494558906
2/21/12,10.03,10.06,9.9,9.94,4.1832297E7,4.1737528E8,9.977345494558906,9.870107716469684
2/22/12,9.94,9.99,9.79,9.83,7.5763623E7,7.4779512E8,9.870107716469684,9.696650921102815
2/23/12,9.75,9.83,9.6,9.74,1.2627472E8,1.22444188E9,9.696650921102815,9.60885848071007
2/24/12,9.74,9.74,9.52,9.59,8.6278542E7,8.290383E8,9.60885848071007,9.526020867313672
2/25/12,9.46,9.66,9.42,9.63,1.03421937E8,9.8519953E8,9.526020867313672,9.955678753768783
2/26/12,9.65,10.19,9.62,10.14,1.7867503E8,1.7788312E9,9.955678753768783,10.173938939294723
2/27/12,10.11,10.22,10.1,10.22,1.23343744E8,1.25489172E9,10.173938939294723,9.958127415563894
2/28/12,10.28,10.29,9.8,9.84,1.08826815E8,1.08371129E9,9.958127415563894,9.960641509379697
2/29/12,9.86,10.15,9.77,10.03,1.05005043E8,1.04591759E9,9.960641509379697,9.923798647083583
3/1/12,10.0,10.07,9.82,9.91,7.4320334E7,7.3754003E8,9.923798647083583,9.940454408315594
3/2/12,9.96,10.01,9.85,9.88,5.2806428E7,5.2491989E8,9.940454408315594,9.755170540423025
3/3/12,9.77,9.86,9.66,9.82,8.0667825E7,7.8692839E8,9.755170540423025,10.034689853518422
3/4/12,9.87,10.17,9.83,10.01,1.0937348E8,1.09752895E9,10.034689853518422,10.109725944967199
3/5/12,10.03,10.21,9.97,10.13,8.7865272E7,8.8829382E8,10.109725944967199,10.036343878868912
3/6/12,10.09,10.1,9.98,10.06,6.0095952E7,6.0314364E8,10.036343878868912,10.098123973690043
3/7/12,10.12,10.2,10.01,10.05,7.2153519E7,7.2861518E8,10.098123973690043,9.97333630608616
3/8/12,10.06,10.08,9.89,9.97,6.4667334E7,6.4494907E8,9.97333630608616,9.995220270476011
3/9/12,9.93,10.06,9.89,10.03,6.3127003E7,6.309683E8,9.995220270476011,10.005623015185797
3/10/12,10.02,10.11,9.93,10.02,6.6994306E7,6.7031977E8,10.005623015185797,9.971305927949786
3/11/12,10.03,10.05,9.93,9.97,6.7348057E7,6.7154808E8,9.971305927949786,9.978603053259436
3/12/12,9.98,10.02,9.93,9.99,4.7275904E7,4.7174748E8,9.978603053259436,10.033326465575259
3/13/12,9.99,10.16,9.84,10.15,1.11647303E8,1.12019384E9,10.033326465575259,10.17210885572592
3/14/12,10.15,10.28,10.05,10.24,1.22955149E8,1.25071316E9,10.17210885572592,10.406586702541015
3/15/12,10.26,10.54,10.2,10.41,1.5685117E8,1.6322853E9,10.406586702541015,10.311680126814153
3/16/12,10.38,10.42,10.24,10.34,9.1775245E7,9.4635697E8,10.311680126814153,10.319379835511864
3/17/12,10.33,10.38,10.28,10.36,7.1207689E7,7.3481919E8,10.319379835511864,10.25020651394889
3/18/12,10.29,10.33,10.15,10.15,8.2484743E7,8.4548565E8,10.25020651394889,10.199822450965218
3/19/12,10.2,10.28,10.1,10.2,6.3230983E7,6.449448E8,10.199822450965218,10.273694515410451
3/20/12,10.21,10.33,10.18,10.29,6.9546991E7,7.1450454E8,10.273694515410451,10.419276228410295
3/21/12,10.3,10.56,10.25,10.55,1.11377099E8,1.16046876E9,10.419276228410295,10.563551997182039
3/22/12,10.58,10.62,10.51,10.52,9.1459014E7,9.6613205E8,10.563551997182039,10.536394270017675
3/23/12,10.48,10.62,10.47,10.54,8.9454796E7,9.42531E8,10.536394270017675,10.55162237081303
3/24/12,10.56,10.62,10.46,10.47,1.018756E8,1.07495286E9,10.55162237081303,9.900949906408632
3/25/12,9.97,10.01,9.81,9.84,8.318609E7,8.2362131E8,9.900949906408632,9.758836917888384
3/26/12,9.89,9.89,9.7,9.74,6.0164557E7,5.871361E8,9.758836917888384,9.667381002595338
3/27/12,9.74,9.77,9.6,9.65,5.6405768E7,5.4529605E8,9.667381002595338,9.51168222276141
3/28/12,9.61,9.67,9.42,9.45,7.2417597E7,6.8881317E8,9.51168222276141,9.427330620178864
3/29/12,9.51,9.57,9.32,9.35,7.2344081E7,6.8201157E8,9.427330620178864,9.014103044294028
3/30/12,9.25,9.25,8.91,9.02,1.27820275E8,1.15218513E9,9.014103044294028,9.022243270232382
3/31/12,9.07,9.07,8.98,9.02,7.7530686E7,6.9950071E8,9.022243270232382,9.015218441725574
4/1/12,9.05,9.1,8.96,9.01,5.2039165E7,4.6914444E8,9.015218441725574,9.06478195795742
4/2/12,9.05,9.12,9.01,9.07,4.0358845E7,3.6584413E8,9.06478195795742,8.910300955708497
4/3/12,9.05,9.05,8.82,8.89,5.3104791E7,4.7317967E8,8.910300955708497,8.569744782186369
4/4/12,8.86,8.86,8.4,8.42,1.3757151E8,1.17895273E9,8.569744782186369,8.337393647602955
4/5/12,8.31,8.47,8.22,8.28,1.4744261E8,1.22928708E9,8.337393647602955,7.769358793132306
